79,Foundations of Large-Scale Multimedia Information Management and Retrieval: Mathematics of Perception,Edward Y. Chang;,11,8,1,2011,Springer,9.78E+12,English,,291
80,SQL for SQL Server,Bijoy Bordoloi;Douglas B. Bock;,3,11,8,,Prentice Hall,9.78E+12,English,,416
81,"The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling by Kimball, Ralph, Ross, Margy 2nd Paperback",,0,,,,John Wiley & Sons,,English,,
82,MCITP Developer: Microsoft SQL Server 2005 Database Solutions Design,Victor Isakov;,6,9,25,,Sybex,9.78E+12,English,,608
83,Designing Effective Database Systems,Rebecca M. Riordan;,5,1,20,,Addison-Wesley Professional,9.78E+12,English,,384
84,Time-Constrained Transaction Management: Real-Time Constraints in Database Transaction Systems,Nandit R. Soparkar;Henry F. Korth;Abraham Silberschatz;,11,9,27,,Springer,9.78E+12,English,Advances in Database Systems (Book 2),148
85,Knowledge Discovery from Sensor Data,Auroop R. Ganguly;Joao Gama;Olufemi A. Omitaomu;,8,12,10,0,CRC Press,9.78E+12,English,Industrial Innovation Series (Book 7),215
86,Exam 77-885 Microsoft Access 2010,Microsoft Official Academic Course;,11,11,1,1,Wiley,9.78E+12,English,,460
87,Encyclopedia of Multimedia,Borko Furht;,8,9,29,2nd,Springer,9.78E+12,English,,1001
88,Expert Oracle Application Express,Dietmar Aust;Martin D'Souza;Doug Gaul;,14,9,23,,CreateSpace Independent Publishing Platform,9.78E+12,English,,612
89,Open Source XML Database Toolkit: Resources and Techniques for Improved Development,Liam R. E. Quin;,0,7,28,1,Wiley,9.78E+12,English,,448
90,Pro Oracle Spatial for Oracle Database 11g,Ravikanth Kothuri;Albert Godfrind;Euro Beinat;,7,10,28,2nd,Apress,9.78E+12,English,Expert's Voice in Oracle,787
91,50 Years of Artificial Intelligence: Essays Dedicated to the 50th Anniversary of Artificial Intelligence,Max Lungarella;Fumiya Iida;Josh Bongard;,7,12,10,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 4850),399
92,"Data Management in Grids: First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers ",Jean-Marc Pierson;,6,1,16,2006,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3836)",146
93,Applied Software Architecture,Christine Hofmeister;Robert Nord;Dilip Soni;,99,11,14,,Addison-Wesley Professional,9.78E+12,English,,432
94,Instant PostgreSQL Starter,Daniel K. Lyons;,13,4,24,,Packt Publishing,9.78E+12,English,,48
95,Apache Cassandra Hands-On Training Level One,Ruth Stryker;,14,7,23,,CreateSpace Independent Publishing Platform,9.78E+12,English,,406
96,Workflow for Oracle E-Business Suite,Roel Hogendoorn;LearnWorks.nu;,7,10,24,,Lulu.com,9.78E+12,English,,192
97,"Apache, MySQL, and PHP Web Development All-in-One Desk Reference For Dummies",Jeff Cogswell;,3,12,5,1,For Dummies,9.78E+12,English,,760
98,Database Management Systems,Raghu Ramakrishnan;,99,,,,McGraw-Hill Education (ISE Edi,9.78E+12,English,McGraw-Hill International Editions,936
99,Nonlinear Integrals And Their Applications In Data Mining,Zhenyuan Wang;,10,6,9,1,World Scientific Publishing Company,9.79E+12,English,Advances in Fuzzy Systemss - Applications and Theory,360
100,Murach's Oracle SQL and PL/SQL,Joel Murach;,8,8,1,,Mike Murach & Associates,9.78E+12,English,,600
101,Oracle PL / SQL For Dummies,Michael Rosenblum;Paul Dorsey;,6,5,26,1,For Dummies,9.78E+12,English,,432
102,Algorithms for Memory Hierarchies: Advanced Lectures,Ulrich Meyer;Peter Sanders;Jop Sibeyn;,3,7,29,2003,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2625),429
103,Building the Data Warehouse,W. H. Inmon;,2,3,29,3,Wiley,9.78E+12,English,,432
104,Pro SQL Server 2012 Practices,Bradley Ball;TJay Belt;Glenn Berry;,12,10,31,1,Apress,9.78E+12,English,Expert's Voice in SQL Server,504
105,OCEJWCD Study Companion: Certified Expert Java EE 6 Web Component Developer,Charles Lyons;,12,8,15,,Garner Press,9.78E+12,English,,680
106,Data Mining With Decision Trees: Theory and Applications,Lior Rokach;Oded Maimon;,15,1,4,2,World Scientific Publishing Company,9.79E+12,English,Series in Machine Perception and Artifical Intelligence,380
107,"Securing SQL Server, Second Edition: Protecting Your Database from Attackers",Denny Cherry;,12,8,16,2,Syngress,9.78E+12,English,,408
108,"Data Modeling Made Simple with CA ERwin Data Modeler r8 by Burbank, Donna, Hoberman, Steve ",,100,,,,"Technics Publications, LLC",,,,
109,FileMaker Pro 5.5 for Windows & Macintosh,Nolan Hester;,1,12,28,,Pearson Education,9.78E+12,English,Visual QuickStart Guide,344
110,Bayesian Networks and Influence Diagrams: A Guide to Construction and Analysis,Uffe B. Kj並__rulff;Anders L. Madsen;,12,11,29,2nd ed. 2013,Springer,9.78E+12,English,Information Science and Statistics (Book 22),382
111,Data Mining and Statistics for Decision Making,St並_phane Tuff並_ry;,11,4,18,2,Wiley,9.78E+12,English,,716
112,How to do Everything with Dreamweaver 4,Michael Meadhra;,1,6,21,,McGraw-Hill Companies,9.78E+12,English,How to Do Everything With--,500
113,Modern Database Management,Jeffrey A. Hoffer;Ramesh Venkataraman;Heikki Topi;,10,7,29,10,Prentice Hall,9.78E+12,English,,624
114,"Big Data Analytics: Second International Conference, BDA 2013, Mysore, India, December 16-18, 2013, Proceedings ",Vasudha Bhatnagar;Srinath Srinivasa;,13,11,13,,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 8302)",197
115,Data Mining for Genomics and Proteomics: Analysis of Gene and Protein Expression Data,Darius M. Dziuda;,10,7,6,1,Wiley-Interscience,9.78E+12,English,,336
116,Learning MySQL,Seyed M.M. (Saied) Tahaghoghi;Hugh Williams;,6,11,21,,O'Reilly Media,9.78E+12,English,,618
117,Access 2013 on Demand,Steve Johnson;Perspection Inc.;,13,5,19,1,Que Publishing,9.78E+12,English,On Demand,448
118,"The Semantic Web: A Guide to the Future of XML, Web Services, and Knowledge Management",Michael C. Daconta;Leo J. Obrst;Kevin T. Smith;,3,5,30,1,Wiley,9.78E+12,English,,312
119,Practical WebObjects,Charles Hill;Sacha Mallais;,4,8,16,,Apress,9.78E+12,English,Expert's Voice in Java,363
120,Digital Convergence - Libraries of the Future,Rae Earnshaw;John Vince;,10,11,5,Softcover reprint of hardcover 1st ed. 2008,Springer,9.78E+12,English,,416
121,No Stress Tech Guide to Crystal Reports XI: For Beginners,Indera Murphy;,6,10,20,,Tolana Publishing,9.78E+12,English,,520
122,Schaum's Outline of Fundamentals of SQL Programming,Ramon Mata-Toledo;Pauline Cushman;,0,9,28,1,McGraw-Hill,9.78E+12,English,Schaum's Outline Series,314
123,SQL Basics Joes 2 Pros: A Getting Started Guide to Administering and Developing SQL Server Databases for Beginners,Rick Morelan;Pinal Dave;,13,7,4,,Joes 2 Pros International LLC,9.78E+12,English,,216
124,Common SAP R/3 Functions Manual,William Lawlor;,3,11,18,,Springer,9.78E+12,English,Springer Professional Computing,396
125,Data Mining and Data Warehousing: Practical Machine Learning Tools Techniques,Ram Kumar Singh;Amit Asthana;,12,5,9,,LAP LAMBERT Academic Publishing,9.78E+12,English,,404
126,Oracle SQL High-Performance Tuning,Guy Harrison;,1,1,8,2,Prentice Hall,9.78E+12,English,,656
127,Build Your Own Z80 Computer,Steve Ciarcia;,81,10,,,Computing Mcgraw-Hill,9.78E+12,English,,352
128,Using Oracle 8,David Austin;,98,7,,,Que Pub,9.78E+12,English,Using,805
129,Emerging Technologies of Text Mining: Techniques and Applications,hercules Antonio Do Prado;Edilson Ferneda;,7,10,10,1,Idea Group Reference,9.78E+12,English,Premier Reference Source,358
130,High Availability Guide for DB2,Chris Eaton;Enzo Cialini;,4,5,20,1,IBM Press,9.78E+12,English,,256
131,"Data Warehouse and Business Information QualityDATA WAREHOUSE AND BUSINESS INFORMATION QUALITY by English, Larry on Mar-25-1999 Paperback",Larry (Author) on Mar-25-1999 Paperback Data Warehouse and Business Information Quality DATA WAREHOUSE AND BUSINESS INFORMATION QUALITY by English;,99,3,25,,John Wiley & Sons,,English,,
132,"Fuzzy Logic and Applications: 10th International Workshop, WILF 2013, Genoa, Italy, November 19-22, 2013, Proceedings ",Francesco Masulli;Gabriella Pasi;Ronald Yager;,13,11,5,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 8256),249
133,LINQ for Visual C# 2008,Fabio Claudio Ferracchiati;,8,8,4,1,Apress,9.78E+12,English,FirstPress,200
134,Machine Learning: An Algorithmic Perspective,Stephen Marsland;,9,4,1,1,Chapman and Hall/CRC,9.78E+12,English,,406
135,"Artificial Immune Systems: Third International Conference, ICARIS 2004, Catania, Sicily, Italy, September 13-16, 2004, Proceedings ",Giuseppe Nicosia;Vincenzo Cutello;Peter John Bentley;,4,11,10,2004,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 3239),448
136,Oracle Parallel Processing,Tushar Mahapatra;Sanjay Mishra;,0,8,21,,O'Reilly Media,9.78E+12,English,,288
137,"Public Key Cryptography - PKC 2007: 10th International Conference on Practice and Theory in Public-Key Cryptography, Beijing, China, April 16-20, ... Computer Science / Security and Cryptology)",Tatsuaki Okamoto;Xiaoyun Wang;,7,3,30,2007,Springer,9.78E+12,English,Lecture Notes in Computer Science / Security and Cryptology (Book 4450),498
138,"DB2並_並_ SQL PL: Essential Guide for DB2並_並_ UDB on Linux含｢, UNIX並_並_, Windows含｢, i5/OS含｢, and z/OS並_並_ ",Zamil Janmohamed;Clara Liu;Drew Bradstock;,4,11,25,2,IBM Press,9.78E+12,English,,576
139,Data Warehouse Implementations: Critical Implementation Factors Study,Joe Ganczarski;,9,7,29,,VDM Verlag,9.78E+12,English,,136
140,Administering SQL Server 7,Divya Chaturvedi;Paritosh Prathak;Paritosh Pathak;,99,6,27,,Computing Mcgraw-Hill,9.78E+12,English,Windows NT Technical Expert,608
141,By Ralph Kimball The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,Ralph Kimball;,13,7,16,,Wiley,,,,
142,Grouping Multidimensional Data: Recent Advances in Clustering,Jacob Kogan;Charles Nicholas;Marc Teboulle;,5,12,16,2006,Springer,9.78E+12,English,,268
143,"Data Matching: Concepts and Techniques for Record Linkage, Entity Resolution, and Duplicate Detection ",Peter Christen;,12,7,5,,Springer,9.78E+12,English,Data-Centric Systems and Applications,272
144,Data Warehousing Essentials,Mr Sudhir Warier;,11,5,26,,CreateSpace Independent Publishing Platform,9.78E+12,English,,132
145,Sexy Little Numbers: How to Grow Your Business Using the Data You Already Have,Dimitri Maex;Paul B. Brown;,12,9,4,,Crown Business,9.78E+12,English,,272
146,Data Warehousing 69 Success Secrets - 69 Most Asked Questions on Data Warehousing - What You Need to Know,Teresa Rice;,13,7,24,,Emereo Publishing,9.78E+12,English,What You Need to Know,92
147,Transact-SQL Programming: Covers Microsoft SQL Server 6.5 /7.0 and Sybase Adaptive Server 11.5,Kevin Kline;Lee Gould;Andrew Zanevsky;,99,4,8,,O'Reilly Media,9.78E+12,English,,840
148,Exam 70-432: Microsoft SQL Server 2008 Implementation and Maintenance with Lab Manual Set,Microsoft Official Academic Course;,11,2,15,1,Wiley,9.78E+12,English,,648
149,Principles of Distributed Database Systems,M. Tamer Ozsu;Patrick Valduriez;,99,1,29,2,Prentice Hall,9.78E+12,English,,666
150,Refactoring Databases: Evolutionary Database Design,Scott W. Ambler;Pramodkumar J. Sadalage;,6,3,13,1,Addison-Wesley Professional,9.78E+12,English,,384
151,"Complete SQL Server 7 Training Course, The",Jeffry Byrne;Steve Correia;John Deep;,99,11,3,,Prentice Hall Ptr,9.78E+12,English,,567
152,Foundations and Novel Approaches in Data Mining,Tsau Young Lin;Setsuo Ohsuga;Churn-Jung Liau;,5,12,19,,Springer,9.78E+12,English,Studies in Computational Intelligence (Book 9),378
153,TOAD Handbook,Bert Scalzo;Dan Hotka;,9,9,24,2,Addison-Wesley Professional,9.78E+12,English,,312
154,Data Warehousing Fundamentals: A Comprehensive Guide for IT Professionals,Paulraj Ponniah;,1,8,3,1,Wiley-Interscience,9.78E+12,English,,528
155,Microsoft SQL Server 2012 Step by Step,Patrick LeBlanc;,13,2,25,1,Microsoft Press,9.78E+12,English,Step by Step Developer,432
156,Concepts of Database Management,Philip J. Pratt;Joseph J. Adamski;,11,6,14,7,Cengage Learning,9.78E+12,English,,432
157,Making Sense of NoSQL: A guide for managers and the rest of us,Dan McCreary;Ann Kelly;,13,9,20,1,Manning Publications,9.78E+12,English,,312
158,"Mastering Oracle SQL, 2nd Edition",Sanjay Mishra;Alan Beaulieu;,4,6,29,,O'Reilly Media,9.78E+12,English,,496
159,Microsoft SQL Server 2014 Query Tuning & Optimization,Benjamin Nevarez;,14,10,7,1,McGraw-Hill Osborne Media,9.78E+12,English,,416
160,Oracle Certified Professional Application Developer Exam Guide with CDROM,Jason S. Couchman;Christopher Allen;,99,3,1,,McGraw-Hill Companies,9.78E+12,English,Oracle Press Series,1351
161,"Dolap '05: Proceedings of the Eighth ACM International Workshop on Data Warehousing and OLAP: November 4-5, 2005, Bremen, Germany",,,,,,Association for Computing Machinery,9.78E+12,English,,
162,Clinical Data Mining for Physician Decision Making and Investigating Health Outcomes: Methods for Prediction and Analysis,Patricia Cerrito;,10,6,1,First,Medical Information Science Reference,9.78E+12,English,Premier Reference Source,386
163,"Natural Language Processing and Information Systems: 16th International Conference on Applications of Natural Language to Information Systems, NLDB ... Applications, incl. Internet/Web, and HCI)",Rafael Munoz;Andres Montoyo;Elisabeth Metais;,11,6,22,,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6716)",350
164,Semantic Processing of Legal Texts: Where the Language of Law Meets the Law of Language,Enrico Francesconi;Simonetta Montemagni;Wim Peters;,10,5,6,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 6036),249
165,Oracle8I for Windows Nt Starter Kit,Steve Bobrowski;,5,11,1,,Mcgraw-Hill Osborne Media,9.78E+12,English,Oracle Press Series,688
166,Developing with Couchbase Server,MC Brown;,13,2,14,1,O'Reilly Media,9.78E+12,English,,88
167,Database Solutions: A step-by-step guide to building databases,Thomas Connolly;Carolyn Begg;,99,12,23,,Addison-Wesley Professional,9.78E+12,English,Database solutions,448
168,FileMaker Pro 5 Companion,Maria Langer;,0,6,9,1,Morgan Kaufmann,9.78E+12,English,,747
169,C++ Database Applications With the Paradox Engine/Book and Disk,Thomas Finn;Robert Signore;Michael Vernick;,93,8,,,Windcrest,9.78E+12,English,The Len Dorfman Practical Programming,352
170,Oracle9i DBA JumpStart,Bob Bryla;,3,3,4,1,Sybex,9.78E+12,English,Jumpstart,400
171,Oracle Database 11g Building Oracle XML DB Applications,Jinyu Wang;,11,7,1,1,McGraw-Hill Osborne Media,9.78E+12,English,Oracle Press,416
172,"3-Tier Server/Client at Work, Revised Edition",Jeri Edwards;,99,2,4,Revised Edition,Wiley,9.78E+12,English,,336
173,Intelligence and Security Informatics for International Security: Information Sharing and Data Mining,Hsinchun Chen;,6,2,10,2006,Springer,9.78E+12,English,Integrated Series in Information Systems (Book 10),182
174,Effective Oracle by Design,Thomas Kyte;,3,8,22,1st,McGraw-Hill Osborne Media,9.78E+12,English,Oracle Press,688
175,Managing Client Server,D. Zantinge;P. Adriaans;,96,8,30,,Addison Wesley,9.78E+12,English,,280
