2283,"Anthony Trollope: a classic collection of his novels (American Senator, Autobiography of Anthony Trollope, Ayala's Angel, Barchester Towers, Belton Estate, Bertrams, Can You Forgive Her? and more)","['Anthony Trollope', '', '']",03/04/2011,Milsap Publishers,2940012207586,
318,Seven and Nine Years Among the Comanches and Apaches - An Autobiography,"['Edwin Eastman', '', '']",03/14/2011,Robin Michell,2940012218001,
114,THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN,"['Benjamin Franklin', '', '']",02/27/2011,Robin Michell,2940012259776,
391,AN AUTOBIOGRAPHY OF BUFFALO BILL,"['W. F. Cody', '', '']",02/24/2011,Robin Michell,2940012288066,
719,The Autobiography of Mulan (Book One of the Princess Series),"['Katie Morris', '', '']",04/17/2011,Golgotha Press,2940012363275,
1642,"Alton Locke, Tailor And Poet","['Charles Kingsley', '', '']",04/26/2011,New Century Books,2940012482945,
2271,"Alton Locke, Tailor And Poet","['Charles Kingsley', '', '']",04/26/2011,New Century Books,2940012482945,
336,Autobiography of a Face,"['Lucy Grealy l Summary & Study Guide', '', '']",04/19/2011,BookRags.com,2940012508409,
876,Story of a Soul (l'Histoire d'une Ame): The Autobiography of St. Therese of Lisieux,"['St. Therese of Lisieux', '', '']",11/04/2010,New Century Books,2940012567307,
1001,The Autobiography of Tinker Bell,"['Katie Morris', '', '']",05/03/2011,Golgotha Press,2940012571557,
248,UNREPENTANT SINNER - The Autobiography of Col. Charles Askins,"['Col. Charles Askins', '', '']",01/01/1991,Paladin Press,2940012585295,336
441,"DECISION POINTS ? (Special Nook Edition) The Secret Truths Behind George W. Bush Autobiography in His Own Words: THE DECLASSIFIED DOCUMENTS OF GEORGE W. BUSH (Freedom of Information Act, Previously Classified Memos, and Secret Leaked Documents on Bush)","['George Bush', '', '']",12/11/2011,George W. Bush Liberal Critiques,2940012639707,
116,The Autobiography of Andrew Carnegie,"['Andrew Carnegie', '', '']",10/18/2010,Halcyon Press Ltd.,2940012693211,
3235,The Autobiography of Sergeant William Lawrence,"['Nugent-Bankes', 'George', '']",11/30/2010,Quality Classics,2940012703675,
3133,Autobiography of Jefferson Davis [1890],"['Jefferson Davis', '', '']",11/04/2010,"Strait Gate Publications, Charlotte, NC",2940012704610,19
3331,Autobiography and Selected Essays,"['Huxley', 'Thomas Henry', '']",11/30/2010,Quality Classics,2940012717672,
628,Franklin's Autobiography [Illustrated],"['Benjamin Franklin', '', '']",07/18/2011,"Five Star Publishing, LLC",2940012753205,144
113,The Story of a Soul (L'Histoire d'une �me): The Autobiography of St. Th�r�se of Lisieux With Additional Writings and Sayings of St. Th�r�se,"['St. Therese Of Lisieux', '', '']",07/25/2011,Therese Books,2940012760791,
3173,"Reed Anthony,Cowman","['Andy Adams ( an autobiography)', '', '']",07/16/2011,Granto Classic Books,2940012778376,
943,Cash: The Autobiography,"['Johnny Cash l Summary & Study Guide', '', '']",06/03/2011,BookRags.com,2940012926401,
917,"The Autobiographies of Frederick Douglass: Narrative of the Life of Frederick Douglass an American Slave, My Bondage and My Freedom, and The Life and Times of Frederick Douglass (Illustrated with TOC and Original Commentary)","['Frederick Douglass', '', '']",06/10/2011,Charles River Editors,2940012945143,
1631,"Struggles, Service & Smiles: The Autobiography of a Depression Era Kid","['Robert B. Wiley', '', '']",05/26/2011,Robert B. Wiley,2940012950628,
659,The Big Sea: An Autobiography,"['Langston Hughes l Summary & Study Guide', '', '']",06/09/2011,BookRags.com,2940012954480,
714,The Milesian Mistress. The Autobiography of Aspasia of Miletus,"['Garrison', '', '']",06/16/2011,Elise Garrison,2940012960399,
179,The Autobiography of Hudson Taylor: Missionary to China,"['J. Hudson Taylor', '', '']",09/04/2011,GLH Publishing,2940012994165,
1020,Experiencing the Depth of Jesus Christ: The Autobiography,"['Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide', '', '']",08/20/2011,BookRags.com,2940013005020,
310,Autobiography of a Female Slave,"['Martha Griffith Browne', '', '']",09/04/2011,Cherry Lane Ebooks,2940013005747,
104,THE GREATEST AMERICAN PRESIDENT: THE AUTOBIOGRAPHY OF THEODORE ROOSEVELT (Worldwide Bestseller),"['Theodore TEDDY ROOSEVELT [Winner of the Nobel Prize] Nook Edition (Part I of the Best Presidents Series incl. George Washington', 'Abraham Lincoln) NOOKBook', '']",12/19/2012,Great American Presidents Biographies,2940013017061,
280,Flock: The Autobiography of a Multiple Personality,"['Joan Frances Casey l Summary & Study Guide', '', '']",08/20/2011,BookRags.com,2940013017078,
2970,The Autobiography of an Ex-Colored Man,"['James Weldon Johnson Summary & Study Guide', '', '']",09/05/2011,BookRags.com,2940013018570,
842,Unauthorised Autobiography,"['Steve Nugent', '', '']",08/22/2011,JMS Books LLC,2940013035492,
3603,The Autobiography of Henry VIII,"['Margaret George l Summary & Study Guide', '', '']",08/23/2011,BookRags.com,2940013041363,
1714,Jane Eyre an Autobiography & Wuthering Heights,"['Charlotte Bronte', 'Emily Bronte', '']",08/17/2011,DB Publishing House,2940013126237,
2530,Something Like an Autobiography,"['Akira Kurosawa Summary & Study Guide', '', '']",08/18/2011,BookRags.com,2940013126978,
909,Daughters and Rebels: An Autobiography,"['Jessica Mitford l Summary & Study Guide', '', '']",08/18/2011,BookRags.com,2940013127081,
2587,General Jubal A. Early at Antietam: Account of the Maryland Campaign from His Autobiography (Illustrated),"['Jubal A. Early', '', '']",08/17/2011,Charles River Editors,2940013138049,
3632,General Jubal A. Early at Fredericksburg: Account of the Battle from His Autobiography (Illustrated),"['Jubal A. Early', '', '']",08/17/2011,Charles River Editors,2940013138872,
1359,"Abused, Addicted, Incarcerated: Canada's Shame: The Autobiography of An Aboriginal Rebel","['Chief Poison Feather', '', '']",04/14/2011,Publish America,2940013146099,
1006,The Autobiography of Josephus (Formatted with TOC),"['Josephus', '', '']",08/10/2011,Charles River Editors,2940013173958,
896,"The Autobiography of Malcolm X,","['Malcolm X & Alex Haley Summary & Study Guide', '', '']",11/01/2011,BookRags.com,2940013228962,
381,The Autobiography of Theodore Roosevelt,"['Theodore Roosevelt', '', '']",10/30/2011,Seven Treasures Publications,2940013239296,
3010,An Autobiography Of Stuttering By An Immigrant,"['Dikissi Fotaras', '', '']",09/19/2011,Aigli &amp; Company,2940013403680,
954,The Autobiography of Jenny X,"['Lisa Dierbeck', '', '']",11/30/2010,OR Books,2940013409125,288
394,Autobiography: Johann Wolfgang von Goethe,"['Johann Wolfgang von Goethe', '', '']",11/26/2011,Library of Alexandria,2940013543041,
494,HELEN KELLER: THE TWO AUTOBIOGRAPHIES The Story of My Life,"['Helen Keller the Adult', 'and ""My Story""', '']",06/11/2011,A. J. Cornell Publications,2940013559622,
957,"Autobiography of an Ordinary Guy - My 400,000 Years of Changing the Human Timeline: A Sci-fi Story?","['William Joseph Bray', '', '']",11/10/2011,william bray,2940013566699,
250,Mark Twain's Autobiography VOL 1 & 2,"['Mark Twain', '', '']",01/16/2012,WDS Publishing,2940013663541,
1044,My Autobiography,"['Benito Mussolini', '', '']",01/10/2012,Justin Bread,2940013767393,250
3515,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK","['Benjamin Franklin', 'Featuring Dynamic Chapter Navigation & Professional Formatting for a Premium Reading Experience', 'Published By Northpointe Classics']",01/28/2012,Northpointe Classics,2940014070621,
2040,The Autobiography of Dayanand Saraswati,"['K.C. Yadava', '', '']",09/10/2003,Pinnacle Technology,2940014351898,128
389,An Autobiography of Buffalo Bill [Illustrated],"['W.F. Cody', 'N.C. Wyeth', '']",05/14/2012,VolumesOfValue,2940014423397,
2916,The Power of Positive Phynque-ing: The Autobiography of an Absolute Nobody,"['Gary C. Fink', '', '']",05/17/2012,Publish Green,2940014443142,
1806,Autobiography of a Yogi Lesson Plans,"['BookRags', '', '']",05/21/2012,BookRags.com,2940014461849,
1435,Richard Hughes: A Weight Off My Mind My Autobiography,"['Richard Hughes', '', '']",04/27/2012,Raceform,2940014471237,304
3519,The Story of a Soul: The Autobiography of St. Therese of Lisieux,"['Therese Martin (of Lisieux)', '', '']",04/27/2012,Philtre Libre,2940014570343,
999,THE AUTOBIOGRAPHY OF METHUSELAH (A SATIRICAL LOOK),"['John Kendrick Bangs', 'F. G. Cooper', '']",01/02/2012,TLC BOOKS,2940014702508,
343,The Autobiography of St. Ignatius Loyola,"['St. Ignatius Loyola', '', '']",06/21/2012,Halcyon Press Ltd.,2940014710640,
3200,The Autobiography of Henry VIII: With Notes,"['His Fool', 'Will Somers: A Novel', '']",06/20/2012,BookRags.com,2940014721639,
2407,Mrs. Amanda Smith: An Autobiography,"['Amanda Smith', '', '']",06/04/2012,ASmith Books,2940014750141,
3682,The Queen's Life a Novel: The Fictional Autobiography of Queen Elizabeth II,"['Stephen Eastment', '', '']",06/14/2012,eBookIt.com,2940014771795,
1055,A Daughter of Han; the Autobiography of a Chinese Working Woman Lesson Plans,"['BookRags', '', '']",08/07/2012,BookRags.com,2940014827591,
3577,Autobiography of a Face Lesson Plans,"['BookRags', '', '']",08/09/2012,BookRags.com,2940014854825,
939,Cash: The Autobiography Lesson Plans,"['BookRags', '', '']",08/12/2012,BookRags.com,2940014872287,
1056,The female - impersonators; a sequel to the Autobiography of an androgyne and an account of some of the author's experiences during his six years' career as instinctive female-impersonator in New York's underworld,"['Ralph Werther', 'Alfred W. Herzog', '']",09/02/2012,peter stryker,2940015123555,
3592,An Autobiography,"['Catherine Helen Spence', '', '']",10/01/2012,Library of Alexandria,2940015526080,
2067,Monster: The Autobiography of an L.A. Gang Member Lesson Plans,"['BookRags', '', '']",10/01/2012,BookRags.com,2940015545197,
542,From the Deep Woods to Civilization: Chapters in the Autobiography of an Indian (Illustrated),"['Charles A. Eastman', '', '']",09/20/2012,Balefire Publishing,2940015683479,250
1063,The Autobiography of Abraham Lincoln,"['Francis D. Tandy Company', '', '']",11/26/2012,"Sweet and Maxwell, Limited",2940015787221,
1402,Autobiography of a Female Slave,"['Martha Griffith Browne [quality formatting & chapter navigation]', '', '']",12/01/2012,Unforgotten Classics,2940015809848,
292,Benjamin Franklin - Autobiography [Illustrated edition],"['Benjamin Franklin', 'Frank Woodworth Pine', 'Elmer Boyd Smith']",06/24/2015,Unforgotten Classics,2940015843033,
174,Benjamin Franklin - His Autobiography (Illustrated edition),"['Benjamin Franklin', '', '']",07/13/2015,Unforgotten Classics,2940015855920,
137,The Story of a Soul (L'Histoire d'une Ame): The Autobiography of St. Therese of Lisieux With Additional Writings and Sayings of St. Therese,"['St. Therese Of Lisieux', '', '']",09/27/2015,Unforgotten Classics,2940016162003,
969,"Autobiography of Mark Twain, the authentic original version","['Mark Twain', '', '']",02/13/2013,Unforgotten Classics,2940016310794,
942,My Diabetic Soul - An Autobiography,"['A. K. Buckroth', '', '']",02/02/2010,A. K. Buckroth,2940016321042,357
709,The Autobiography of Andrew Carnegie with Illustrations,"['Andrew Carnegie', '', '']",03/08/2013,Unforgotten Classics,2940016352145,
408,The Autobiography of Calamity Jane,"['Calamity Jane', '', '']",03/03/2013,WDS Publishing,2940016378374,
881,The Inner Sole...a fictional autobiography,"['C G Wesley MD', '', '']",03/24/2013,James Wallace,2940016391557,
1014,The Autobiography of Sergeant William Lawrence : A Hero of the Peninsular and Waterloo Campaigns (Illustrated),"['William Lawrence', '', '']",06/21/2013,"Five Star Publishing, LLC",2940016508542,
2332,"Autobiography of Lieut. Henry Ossian Flipper, First Graduate of Color from the U.S. Military Academy","['Henry Ossian Flipper', '', '']",07/03/2013,VolumesOfValue,2940016512914,
652,"Complete Flavius Josephus Collection: Antiquities of the Jews, Autobiography of Josephus, An Extract Out Of Josephus's Discourse To The Greeks Concerning Hades, The Wars of the Jews","['Flavius Josephus', '', '']",08/25/2015,Unforgotten Classics,2940016536170,
342,The Unfinished Autobiography,"['Alice A. Bailey', 'Alice Bailey', '']",05/01/2013,Lucis Publishing Company,2940016583327,304
87,Story of a Soul: The Autobiography of St. Therese of Lisieux,"['St. Therese of Lisieux', '', '']",06/10/2013,Charles River Editors,2940016594132,
682,"Flavius Josephus Collection: Antiquities of the Jews, Autobiography of Josephus, An Extract Out Of Josephus's Discourse To The Greeks Concerning Hades, The Wars of the Jews","['Flavius Josephus', '', '']",08/03/2015,Unforgotten Classics,2940016632377,
1412,The Miracle of Hope: The autobiography of Hope Victoria Walton Charles,"['Hope Victoria Walton Charles', 'Sheldon Charles', '']",01/17/2013,Olmstead Publishing LLC,2940016666624,114
903,Benjamin Franklin: My Autobiography,"['Benjamin Franklin', '', '']",05/30/2013,The St. George Press,2940016734408,165
1902,"Autobiography, collateral reminiscences, arguments in important causes, speeches, addresses, lectures and other writings","['Samuel A. Foot', '', '']",,New York : [Electrotyped by Smith &amp; McDougal],2940016816807,
1879,Newman Hall; an autobiography,"['Newman Hall', '', '']",,"London, Neww York : Cassell",2940016821238,
2565,The magic staff; an autobiography of Andrew Jackson Davis ..,"['Andrew Jackson Davis', '', '']",,Boston : B. Marsh,2940016848693,
2663,An autobiography,"['Robert F. Horton', '', '']",,London : G. Allen &amp; Unwin ltd.,2940016849225,
3282,Grain or chaff? : the autobiography of a police magistrate,"['Alfred Chichele Plowden', '', '']",,London : T.F. Unwin,2940016871493,
1857,What Christianity means to me; a spiritual autobiography,"['Lyman Abbott', '', '']",,New York : Macmillan,2940016993546,
3369,"Marse Henry, an autobiography","['Henry Watterson', '', '']",,"New York, George H. Doran Company",2940016996721,
1796,Life and letters of John Arthur Roebuck ... with chapters of autobiography;,"['John Arthur Roebuck', '', '']",,"London, New York, E. Arnold",2940017048788,
1426,An autobiography,"['Herbert Spencer', '', '']",,"New York, D. Appleton",2940017054239,
2371,Bishop Chase's reminiscences : an autobiography,"['Philander Chase', '', '']",,Boston : J. B. Dow,2940017058107,
3540,Ten years of preacher-life : chapters from an autobiography,"['William Henry Milburn', '', '']",,New York : Derby &amp; Jackson,2940017071953,
1737,"Autobiography of Dan Young, a New England preacher of the olden time","['Dan Young', '', '']",,"New York, Carlton &amp; Porter",2940017074343,
1370,Some account of my life and writings: an autobiography,"['Archibald Alison', '', '']",,Edinburgh [etc.] W. Blackwood and sons,2940017107171,
1302,The autobiography of a seaman,"['Thomas Cochrane Dundonald', '', '']",,"London, R. Bentley",2940017113073,
1649,Biographical history of Massachussetts; biographies and autobiographies of the leading men in the state,"['Samuel Atkins Eliot', '', '']",,"Boston, Massachusetts Biographical Society",2940017113233,
1476,Biographical history of Massachusetts : biographies and autobiographies of the leading men in the state,"['Samuel A. Eliot', '', '']",,"Boston, Mass. : Massachusetts Biographical Society",2940017113271,
2519,"George Douglas, Eighth Duke of Argyll, K.G., K.T. (1823-1900) : autobiography and memoirs","['George Douglas Campbell Argyll', '', '']",,London : John Murray,2940017135068,
2516,Phases of Opinion and Experience During a Long Life: An Autobiography,"['Charles Bray', '', '']",,"London, Longmans, Green",2940017199787,
3244,Autobiography of a farm boy,"['Isaac Phillips Roberts', '', '']",,"Albany, J. B. Lyon company",2940017248911,
1905,"A one-sided autobiography, containing the story of my intellectual life","['Oscar Kuhns', '', '']",,"New York, Eaton &amp; Mains; Cincinnati, Jennings &amp; Graham",2940017264881,
3427,Fifty years in Ceylon : an autobiography ; edited,"['his daughter', 'A. Skinner', 'with a preface']",,"London ; Calcutta : W.H. Allen &amp; Co., Ltd.",2940017308165,
1386,Autobiography of seventy years,"['George Frisbie Hoar', '', '']",,New York : Scribner''s Sons,2940017335031,
2467,Autobiography of seventy years,"['George Frisbie Hoar', '', '']",,New York : Scribner''s Sons,2940017335031,
3286,The autobiography of a tomboy,"['Jeannette L. Gilder', '', '']",,"New York : Doubleday, Page",2940017335062,
3117,The autobiography of a thief,"['Hutchins Hapgood', '', '']",,"New York : Fox, Duffield",2940017335086,
1590,"Autobiography of Thomas Wilkinson Wallis : sculptor in wood, and extracts from his sixty years' journal ..","['Thomas Wilkinson Wallis', '', '']",,Louth : J.W. Goulding,2940017335161,
3663,"Autobiography of Thomas Wilkinson Wallis : sculptor in wood, and extracts from his sixty years' journal ..","['Thomas Wilkinson Wallis', '', '']",,Louth : J.W. Goulding,2940017335161,
3096,Autobiography of Uriah Hagans,"['Uriah Hagans', '', '']",,"Toledo, Ohio : A.D. Pelton",2940017335239,
1968,Autobiography of William Neill : with a selection from his sermons,"['William Neill', '', '']",,Philadelphia : Presbyterian Board of Publication,2940017335291,
2162,Autobiography of William G. Schauffler : for forty-nine years a missionary in the Orient,"['William G. Schauffler', '', '']",,New York : A.D.F. Randolph,2940017335314,
2994,"Autobiography of William H. Seward, from 1801 to 1834. With a memoir of his life, and selections from his letters from 1831 to 1846","['William Henry Seward', '', '']",,"New York, D. Appleton and company",2940017335710,
1527,Autobiography of William Wood,"['William Wood', '', '']",,"New York, J. S. Babcock",2940017335741,
1827,Autobiography ; Poor Richard ; Letters,"['Benjamin Franklin', '', '']",,New York : D. Appleton and Company,2940017335871,
3178,Autobiography of Rev. Charles H. Sage: Embracing an Account of His Pioneer ...,"['William Backus Olmstead Charles H. Sage', '', '']",,Free MethodistPublishing House,2940017335895,
1785,"Autobiography of Rev. James B. Finley; or, Pioneer life in the West","['James B. Finley', '', '']",,"Cincinnati, Printed at the Methodist book concern, for the author",2940017336298,
2792,"Autobiography and reminiscences of William Beebey Lighton, containing an interesting and faithful account of his early life, enlistment into the British army, his desertion, capture, and condemnation to death, sufferings, escape from prison, settlement in","['William Beebey Lighton', '', '']",,Albany : Munsell,2940017336380,
2226,"Autobiography of Samuel S. Hildebrand, the Renowned Missouri bushwhacker ...: The Renowned ...","['James W. Evans Samuel S. Hildebrand', '', '']",,State Times Printing House,2940017336403,
2186,The autobiography of Thomas Collier Platt,"['Thomas Collier Platt', '', '']",,"New York, B. W. Dodge &amp; company",2940017336519,
3229,"Autobiography of Thomas Wright, of Birkenshaw, in the county of York","['Thomas Wright', '', '']",,"London, J. R. Smith",2940017336533,
2618,"The autobiography, times, opinions, and contemporaries of Sir Egerton Brydges, bart","['Egerton Brydges', '', '']",,London : Cochrane and M''Crone,2940017336571,
2046,"The autobiography, times, opinions, and contemporaries of Sir Egerton Brydges, bart","['Egerton Brydges', '', '']",,London : Cochrane and M''Crone,2940017336588,
2147,"The autobiography of William Jerdan, with his literary, political and social reminiscences and correspondence during the last fifty years","['William Jerdan', '', '']",,"London, A. Hall, Virtue &amp; Co.",2940017364116,
3062,"Autobiography, with reminiscences of friends and contemporaries","['Leigh Hunt', '', '']",,"London Smith, Elder",2940017364246,
1556,"The autobiography : or, Personal experiences and recollections of John A. Cargile","['John A. Cargile', '', '']",,Boston : Advent Christian Publication Society,2940017364284,
1886,"The autobiography of Leigh Hunt, with reminiscences of friends and contemporaries, and with Thornton Hunt's introduction and postscript","['Leigh Hunt', '', '']",,New York : E. P. Dutton &amp; Co.,2940017364314,
2508,Autobiography of Lorenzo Waugh,"['Lorenzo Waugh', '', '']",,"San Francisco, Methodist Book Concern",2940017364338,
3002,"Autobiography, including a history of the Fourth Regt","['T. H. Barton', '', '']",,"Charleston, West Virginia Print. Co.",2940017364819,
2651,The autobiography of a Winnebago Indian,"['Sam Blowsnake', '', '']",,"Berkeley, University of California press",2940017364864,
3116,A chapter of autobiography,"['W. E. Gladstone', '', '']",,"London, J. Murray",2940017385104,
2969,"The autobiography of Benjamin Franklin, now first printed in England from the full and authentic text","['Benjamin Franklin', '', '']",,"London, J. M. Dent; New York, E. P. Dutton",2940017454565,
2844,"The autobiography of Benjamin Franklin. Published verbatim from the original manuscript,","['his grandson', 'William Temple Franklin', '']",,"London, H.G. Bohn",2940017454572,
1554,Benjamin Franklin: His Autobiography: With a Narrative of His Public Life ...,"['Horatio Hastings Weld Benjamin Franklin', '', '']",,Harper &amp; Brothers Publishers,2940017483688,
1884,Benjamin Franklin: His Autobiography; with a Narrative of His Public Life ...,"['Horatio Hastings Weld Benjamin Franklin', '', '']",,HarperCollins Publishers,2940017483718,
1638,"Autobiography of Benjamin Franklin : edited from his manuscript, with notes and an introduction","['Benjamin Franklin', '', '']",,Philadelphia : J.B. Lippincott ; London : Tr�bner &amp; Co,2940017484579,
3153,Autobiography of Andrew Dickson White,"['Andrew Dickson White', '', '']",,New York : Century,2940017565476,
2607,"Autobiography, correspondence, etc., of Lyman Beecher, D. D","['Lyman Beecher', '', '']",,New York : Harper,2940017565537,
1865,A psychic autobiography,"['Amanda Theodocia Jones', '', '']",,New York : Greaves Publishing Co.,2940017571521,
1246,An autobiography,"['John B. Gough', '', '']",,"Boston, The author",2940017594100,
3059,An autobiography,"['John B. Gough', '', '']",,"Boston : Published by J.B. Gough, Gould, Kendall &amp; Lincoln",2940017594124,
2055,The Autobiography of Abraham Lincoln,"['Abraham Lincoln', '', '']",,[n.p.,2940017594186,
2909,An autobiography,"['William Nisbet', '', '']",,"[Providence, R. I. : Standard Printing Co.",2940017594216,
1333,An Autobiography,"['Anthony Trollope', '', '']",,"New York, Harper &amp; brothers",2940017594230,
3477,Autobiography,"['Brantley York', '', '']",,"Durham, N.C. Seeman Printery",2940017594292,
1424,Autobiography,"['Thomas Carlyle John Stuart Mill', '', '']",,Simon &amp; Schuster Adult Publishing Group,2940017594612,
1242,Autobiography,"['Andrew Dickson White', '', '']",,New York Century,2940017594698,
2104,Autobiography,"['Andrew Dickson White', '', '']",,New York Century,2940017594698,
1326,"Autobiography, 1800-1875","['Henry Taylor', '', '']",,"London Longmans, Green",2940017594728,
2967,"Autobiography, 1800-1875","['Henry Taylor', '', '']",,"London Longmans, Green",2940017594728,
1826,Autobiography of a Disembodied Soul,"['Vreeland Publishing Company Monroe Guy Carleton', '', '']",,Vreeland Publishing Company,2940017594827,
