1927,1499
1928,590
1928,592
1928,593
1929,832
1932,3055
1935,702
1935,1052
1937,1243
1937,1244
1939,2300
1942,874
1943,427
1946,818
1951,1659
1952,1816
1954,2692
1958,1470
1960,809
1961,2899
1961,2904
1965,2468
1969,2690
1969,2697
1970,596
1972,378
1977,93
1981,1958
1983,372
1985,1537
1988,2017
1990,3423
2005,2125
2005,2126
2007,346
2008,3430
2009,2414
2011,2152
2012,2593
2016,2905
2021,2451
2023,1230
2030,782
2032,2743
2036,3071
2043,1550
2043,1552
2044,843
2048,126
2056,2620
2057,3057
2059,2982
2060,985
2061,3220
2064,376
2065,2399
2066,1659
2069,432
2070,3453
2072,3088
2074,363
2078,675
2079,2679
2081,2490
2085,1682
2094,348
2094,349
2094,3058
2097,1667
2104,2899
2104,2904
2106,71
2107,1905
2111,1038
2116,786
2117,3437
2118,2627
2121,2127
2126,3052
2128,2767
2135,740
2135,766
2139,2413
2142,1381
2148,2989
2154,197
2156,1049
2165,2575
2169,1555
2174,831
2175,3363
2176,2775
2180,2288
2182,2315
2192,1381
2195,1993
2196,2763
2201,2191
2206,2160
2207,798
2208,1442
2217,750
2223,893
2223,898
2232,1967
2235,637
2245,1561
2247,2285
2251,2847
2251,2848
2254,308
2258,371
2258,372
2259,1574
2264,1090
2278,2510
2278,2511
2281,877
2281,878
2281,879
2283,2900
2283,2903
2291,3067
2295,642
2295,692
2295,693
2295,955
2295,956
2295,957
2295,958
2296,1266
2300,3073
2300,3098
2301,720
2309,3237
2313,1779
2316,1335
2317,2462
2318,3185
2322,2662
2323,3116
2332,2166
2333,3043
2334,2042
2335,2591
2336,532
2337,249
2339,1730
2340,2825
2349,768
2360,2161
2361,1940
2362,3060
2373,3427
2373,3428
2379,782
2384,2691
2388,1847
2389,1351
2391,1102
2393,2900
2397,2476
2397,2541
2404,832
2412,2740
2415,1388
2417,820
2419,478
2422,987
2423,371
2426,2177
2435,2109
2435,2118
2435,2124
2435,2135
2435,2136
2440,2606
2443,3095
2444,463
2453,1506
2466,3060
2472,1794
2477,1981
2482,3362
2485,793
2488,3456
2490,540
2493,993
2498,1875
2503,1023
2503,1030
2503,1033
2503,1051
2503,1056
2504,144
2505,375
2508,2428
2509,2734
2509,2738
2509,2741
2527,1061
2530,1117
2532,1882
2532,1883
2533,2265
2537,1797
2542,2337
2543,1186
2545,2121
2546,1400
2549,3081
2549,3086
2560,1580
2567,2471
2567,2535
2567,2543
2572,2394
2575,791
2578,2680
2588,1194
2590,156
2593,2656
2602,1123
2603,1787
2603,1789
2605,66
2622,1495
2628,1429
2632,1852
2634,2792
2635,1761
2637,2750
2637,2751
2641,1197
2644,3387
2647,2101
2647,2111
2649,3463
2657,2936
2662,2523
2665,360
2672,24
2677,2069
2678,455
2678,468
2680,185
2681,1278
2697,3504
2702,147
2708,1894
2709,737
2712,1610
2715,136
2718,2685
2718,2693
2721,823
2722,3197
2722,3198
2722,3199
2735,1280
2736,2086
2741,2459
2744,602
2744,603
2748,1541
2749,2415
2750,3409
2751,1538
2754,2722
2756,71
2758,1914
2761,386
2761,388
2761,389
2764,713
2765,833
2770,2362
2774,621
2780,387
2785,2838
2803,513
2805,2157
2806,2973
2827,2013
2830,1426
2834,821
2837,2070
2840,3245
2842,1815
2844,1414
2845,3103
2853,2382
2853,2401
2854,1927
2855,2597
2856,2330
2857,1650
2861,2930
2862,2110
2867,1250
2872,467
2875,3219
2876,2228
2878,88
2878,89
2886,646
2887,2465
2895,770
2901,104
2906,2623
2911,11
2911,1358
2911,2139
2913,1783
2917,1666
2918,1636
2921,3046
2927,2339
2929,2734
2929,2738
2929,2741
2934,2450
2938,2128
2939,2901
2940,1273
2949,2007
2951,3087
2954,1382
2958,3298
2959,94
2960,358
2960,392
2967,3339
2967,3340
2967,3342
2971,1573
2998,3150
3001,1732
3004,2997
3009,1957
3014,2485
3017,1336
3019,1163
3024,2187
3024,2188
3024,2189
3029,2434
3030,2095
3036,3108
3037,2430
3040,1798
3049,67
3054,422
3055,2637
3056,3348
3057,1848
3058,462
3060,1191
3067,2156
3070,2125
3077,2604
3078,1418
3079,3494
3082,2412
3098,2664
3101,2469
3106,2301
3110,765
3112,3150
3114,642
3114,692
3114,693
3114,955
3114,956
3114,957
3114,958
3116,1581
3122,2109
3126,2516
3142,3243
3144,2131
3147,832
3149,1082
3161,3145
3162,2672
3165,852
3166,285
3170,3192
3171,2931
3180,3497
3187,1383
3187,1384
3189,217
3194,1137
3205,69
3206,1120
3207,2422
3211,3162
3211,3163
3213,335
3214,2513
3218,293
3221,1588
3222,2531
3224,294
3224,2125
3225,3243
3231,2586
3233,2155
3239,193
3243,2464
3247,832
3254,1173
3261,2881
3263,2695
3264,3146
3265,371
3265,372
3271,3375
3273,446
3277,2119
3278,2678
3282,1003
3286,1243
3286,1244
3290,196
3291,3506
3293,348
3293,349
3293,3058
3296,3215
3301,1728
3311,1796
3312,702
3312,1052
3313,1752
3319,758
3323,384
3325,2425
3327,1811
3328,2489
3329,1031
3329,1054
3329,1055
3331,1818
3332,486
3334,3492
3337,893
3337,898
3338,1163
3343,3211
3348,334
3351,824
3354,2487
3355,2090
3355,2092
3360,1783
3368,1031
3368,1054
3368,1055
3369,1671
3376,2313
3378,2687
3382,2734
3382,2738
3382,2741
3383,2699
3383,2700
3386,1135
3387,381
3395,1874
3400,2517
3402,1469
3405,2846
3406,3184
3409,1390
3409,1391
3418,3107
3419,2901
3422,3307
3427,128
3427,129
3429,2222
3431,455
3431,468
3433,2165
3434,1441
3434,1444
3450,816
3452,3439
3454,747
3458,1273
3461,2835
3462,3038
3463,2372
3465,1990
3467,2528
3469,2341
3471,2550
3476,2900
3484,131
3488,1849
3489,3061
3491,2195
3492,3063
3493,3174
3496,1850
3504,1956
